ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_2463432	0.9813	5.93E-01	-0.5582584	-5.77464	-0.06602495	Slc7a11	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
ILMN_2488835	0.9813	5.93E-01	0.5581939	-5.77467	0.07175234	Epb4.1l2	erythrocyte protein band 4.1-like 2
ILMN_1250533	0.9813	5.93E-01	-0.5581741	-5.77469	-0.04622484		
ILMN_2562107	0.9813	5.93E-01	-0.5581272	-5.77471	-0.07454914	Usp14	ubiquitin specific peptidase 14
ILMN_1224610	0.9813	5.93E-01	0.5581066	-5.77472	0.07393642		
ILMN_1237572	0.9813	5.93E-01	0.558084	-5.77474	0.05547697	Aard	alanine and arginine rich domain containing protein
ILMN_2749152	0.9813	5.93E-01	0.5580681	-5.77475	0.06236322	Scgb1a1	"secretoglobin, family 1A, member 1 (uteroglobin)"
ILMN_2579290	0.9813	5.93E-01	0.5580236	-5.77477	0.13283867	LOC545285	uncharacterized LOC545285
ILMN_1248787	0.9813	5.93E-01	0.5578233	-5.77488	0.05441952		
ILMN_2663674	0.9813	5.93E-01	-0.557823	-5.77488	-0.0544712	Dmap1	DNA methyltransferase 1-associated protein 1
ILMN_3136064	0.9813	5.93E-01	-0.5577984	-5.7749	-0.04208989	Clrn1	clarin 1
ILMN_1226726	0.9813	5.93E-01	0.5577893	-5.7749	0.04420118	Tpmt	thiopurine methyltransferase
ILMN_1254193	0.9813	5.93E-01	-0.5577358	-5.77493	-0.04208715	Epb4.1l3	erythrocyte protein band 4.1-like 3
ILMN_2925008	0.9813	5.93E-01	0.5575916	-5.77501	0.08280932	Sft2d2	SFT2 domain containing 2
ILMN_3126277	0.9813	5.93E-01	-0.5575067	-5.77506	-0.06505885	Palmd	palmdelphin
ILMN_1249784	0.9813	5.93E-01	0.5574875	-5.77507	0.05503719	Ccdc172	coiled-coil domain containing 172
ILMN_1257127	0.9813	5.93E-01	0.5574651	-5.77508	0.05304682		
ILMN_2695988	0.9813	5.93E-01	-0.5574614	-5.77509	-0.04926445	1700074P13Rik	RIKEN cDNA 1700074P13 gene
ILMN_2728202	0.9813	5.93E-01	0.557448	-5.77509	0.04555486	Egfem1	EGF-like and EMI domain containing 1
ILMN_2525980	0.9813	5.93E-01	0.5574064	-5.77512	0.04950322	St6gal1	"beta galactoside alpha 2,6 sialyltransferase 1"
ILMN_2446990	0.9813	5.93E-01	0.557392	-5.77513	0.08256135	Mmachc	"methylmalonic aciduria cblC type, with homocystinuria"
ILMN_2737090	0.9813	5.93E-01	-0.5573665	-5.77514	-0.07573358	Rps4y2	"ribosomal protein S4, Y-linked 2"
ILMN_1258849	0.9813	5.93E-01	0.5572905	-5.77518	0.05922588		
ILMN_3097151	0.9813	5.93E-01	0.5572462	-5.77521	0.04338619	AU040320	expressed sequence AU040320
ILMN_2609772	0.9813	5.93E-01	0.5572379	-5.77521	0.061047	Ccdc82	coiled-coil domain containing 82
ILMN_2747651	0.9813	5.93E-01	-0.5571909	-5.77524	-0.09571988	Hat1	histone aminotransferase 1
ILMN_2655997	0.9813	5.93E-01	0.5571441	-5.77527	0.06492041	Olfr914	olfactory receptor 914
ILMN_1245681	0.9813	5.93E-01	-0.5571025	-5.77529	-0.04431792	Mto1	mitochondrial translation optimization 1 homolog (S. cerevisiae)
ILMN_1243334	0.9813	5.94E-01	0.5570549	-5.77532	0.05076609	Xpa	"xeroderma pigmentosum, complementation group A"
ILMN_1232490	0.9813	5.94E-01	0.5569965	-5.77535	0.0406838	Gm9495	predicted gene 9495
ILMN_1222130	0.9813	5.94E-01	-0.5569881	-5.77535	-0.06877705	Ppat	phosphoribosyl pyrophosphate amidotransferase
ILMN_2734045	0.9813	5.94E-01	-0.5569613	-5.77537	-0.05919543	Mrpl14	mitochondrial ribosomal protein L14
ILMN_1245079	0.9813	5.94E-01	-0.5569291	-5.77539	-0.06437623	Adssl1	adenylosuccinate synthetase like 1
ILMN_1232107	0.9813	5.94E-01	-0.5568251	-5.77544	-0.0690104		
ILMN_1242603	0.9813	5.94E-01	0.5568124	-5.77545	0.05165784	Wdr38	WD repeat domain 38
ILMN_1220901	0.9813	5.94E-01	0.5567918	-5.77546	0.04147423		
ILMN_2682307	0.9813	5.94E-01	-0.5567847	-5.77547	-0.07545107	Acbd5	acyl-Coenzyme A binding domain containing 5
ILMN_1228850	0.9813	5.94E-01	0.5567418	-5.77549	0.20580937	Ccnl1	cyclin L1
ILMN_1258991	0.9813	5.94E-01	-0.5567275	-5.7755	-0.08540608	Wnk1	WNK lysine deficient protein kinase 1
ILMN_2533952	0.9813	5.94E-01	0.5567268	-5.7755	0.15032628		
ILMN_2665813	0.9813	5.94E-01	-0.556688	-5.77552	-0.0669833	Pclo	piccolo (presynaptic cytomatrix protein)
ILMN_2445117	0.9813	5.94E-01	-0.556648	-5.77554	-0.05469754	Rhbdd2	rhomboid domain containing 2
ILMN_2622072	0.9813	5.94E-01	-0.5566171	-5.77556	-0.05106594	Vwa1	von Willebrand factor A domain containing 1
ILMN_1227874	0.9813	5.94E-01	-0.5565783	-5.77558	-0.04792164		
ILMN_2619634	0.9813	5.94E-01	0.5565598	-5.77559	0.17368073	Cfdp1	craniofacial development protein 1
ILMN_1237525	0.9813	5.94E-01	0.5565469	-5.7756	0.06252665	Stx1b	syntaxin 1B
ILMN_2714997	0.9813	5.94E-01	-0.5565134	-5.77562	-0.0487383	Pih1d2	PIH1 domain containing 2
ILMN_1229241	0.9813	5.94E-01	-0.5564631	-5.77565	-0.07368693	Krt8	keratin 8
ILMN_2720107	0.9813	5.94E-01	0.5564389	-5.77566	0.04917872	Crybb3	"crystallin, beta B3"
ILMN_1253938	0.9813	5.94E-01	0.5564332	-5.77567	0.04248252	Hipk2	homeodomain interacting protein kinase 2
ILMN_2682778	0.9813	5.94E-01	-0.5563844	-5.77569	-0.05185016	Rassf7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7
ILMN_2660471	0.9813	5.94E-01	0.5563555	-5.77571	0.09040976	Dhcr7	7-dehydrocholesterol reductase
ILMN_1246127	0.9813	5.94E-01	-0.5562969	-5.77574	-0.04362947	Prss23	"protease, serine, 23"
ILMN_2451377	0.9813	5.94E-01	-0.5562652	-5.77576	-0.10789955	Zfp397	zinc finger protein 397
ILMN_3052870	0.9813	5.94E-01	-0.5562418	-5.77577	-0.06817206	Pkib	"protein kinase inhibitor beta, cAMP dependent, testis specific"
ILMN_2716820	0.9813	5.94E-01	-0.5562401	-5.77577	-0.04579297	Eml5	echinoderm microtubule associated protein like 5
ILMN_2620078	0.9813	5.94E-01	-0.5560391	-5.77589	-0.05764466	Dap3	death associated protein 3
ILMN_2845849	0.9813	5.94E-01	-0.5560353	-5.77589	-0.11509833	Xpr1	xenotropic and polytropic retrovirus receptor 1
ILMN_1242818	0.9813	5.94E-01	0.5559849	-5.77592	0.06034649	Stk33	serine/threonine kinase 33
ILMN_2473692	0.9813	5.94E-01	0.5559834	-5.77592	0.04418906	1110059G02Rik	RIKEN cDNA 1110059G02 gene
ILMN_1235857	0.9813	5.94E-01	-0.5559814	-5.77592	-0.06680188	Ear10	"eosinophil-associated, ribonuclease A family, member 10"
ILMN_2541872	0.9813	5.94E-01	-0.5559253	-5.77595	-0.06073637	Best3	bestrophin 3
ILMN_1258355	0.9813	5.94E-01	0.5558839	-5.77597	0.04264519	Krt80	keratin 80
ILMN_2698699	0.9813	5.94E-01	-0.5558013	-5.77602	-0.04011653	Farsa	"phenylalanyl-tRNA synthetase, alpha subunit"
ILMN_2763404	0.9813	5.94E-01	-0.5556928	-5.77608	-0.077179	Nrxn3	neurexin III
ILMN_2767949	0.9813	5.94E-01	-0.5556553	-5.7761	-0.09178572	Ints9	integrator complex subunit 9
ILMN_2789888	0.9813	5.94E-01	-0.5556491	-5.77611	-0.066897	Rnf10	ring finger protein 10
ILMN_2940227	0.9813	5.94E-01	-0.5556203	-5.77612	-0.04924876	Kcnk4	"potassium channel, subfamily K, member 4"
ILMN_1218571	0.9813	5.95E-01	0.5555552	-5.77616	0.13731575	Dhx15	DEAH (Asp-Glu-Ala-His) box polypeptide 15
ILMN_2650915	0.9813	5.95E-01	-0.5555059	-5.77619	-0.06254528	Kdm4b	lysine (K)-specific demethylase 4B
ILMN_2941239	0.9813	5.95E-01	-0.555499	-5.77619	-0.04193385	Krt78	keratin 78
ILMN_2512297	0.9813	5.95E-01	0.5554905	-5.77619	0.04366562	Trpm4	"transient receptor potential cation channel, subfamily M, member 4"
ILMN_2451022	0.9813	5.95E-01	0.5554807	-5.7762	0.05678251	Vim	vimentin
ILMN_2873623	0.9813	5.95E-01	-0.5554567	-5.77621	-0.04368106	Vsx1	visual system homeobox 1 homolog (zebrafish)
ILMN_1233127	0.9813	5.95E-01	0.5554564	-5.77621	0.10489717	Rfwd2	ring finger and WD repeat domain 2
ILMN_1214531	0.9813	5.95E-01	0.5554176	-5.77624	0.05271628	Cyp2b13	"cytochrome P450, family 2, subfamily b, polypeptide 13"
ILMN_1241880	0.9813	5.95E-01	-0.5553743	-5.77626	-0.08516744	Prrc2c	proline-rich coiled-coil 2C
ILMN_3099741	0.9813	5.95E-01	-0.5553472	-5.77628	-0.05791282	Armc9	armadillo repeat containing 9
ILMN_2701249	0.9813	5.95E-01	-0.5553241	-5.77629	-0.05357934	Smg6	"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)"
ILMN_1247272	0.9813	5.95E-01	-0.5552902	-5.77631	-0.06847694	Olfr1328	olfactory receptor 1328
ILMN_1245878	0.9813	5.95E-01	-0.5552831	-5.77631	-0.04311144	Letm2	leucine zipper-EF-hand containing transmembrane protein 2
ILMN_1247403	0.9813	5.95E-01	0.5552767	-5.77631	0.04529069	Tas2r134	"taste receptor, type 2, member 134"
ILMN_2876755	0.9813	5.95E-01	0.5552419	-5.77633	0.05390252	Defb42	defensin beta 42
ILMN_2654068	0.9813	5.95E-01	-0.5552357	-5.77634	-0.05103988	Med23	mediator complex subunit 23
ILMN_2563877	0.9813	5.95E-01	-0.5552022	-5.77636	-0.04823438	Ano10	anoctamin 10
ILMN_2747501	0.9813	5.95E-01	0.5551355	-5.77639	0.06081411	Sybu	syntabulin (syntaxin-interacting)
ILMN_1213014	0.9813	5.95E-01	-0.5550679	-5.77643	-0.07662811	Umps	uridine monophosphate synthetase
ILMN_1251139	0.9813	5.95E-01	0.5550185	-5.77646	0.04716831	Dennd4c	DENN/MADD domain containing 4C
ILMN_2634859	0.9813	5.95E-01	0.5549876	-5.77648	0.05271959	Nek4	NIMA (never in mitosis gene a)-related expressed kinase 4
ILMN_2882189	0.9813	5.95E-01	0.5549715	-5.77649	0.0759289	Tmprss11bnl	"transmembrane protease, serine 11b N terminal like"
ILMN_2639818	0.9813	5.95E-01	0.5549691	-5.77649	0.07381676	Acan	aggrecan
ILMN_1235594	0.9813	5.95E-01	-0.5548905	-5.77653	-0.04929525	Ercc4	"excision repair cross-complementing rodent repair deficiency, complementation group 4"
ILMN_1228115	0.9813	5.95E-01	-0.5548577	-5.77655	-0.06645951	Six5	sine oculis-related homeobox 5
ILMN_1225027	0.9813	5.95E-01	0.5548462	-5.77656	0.1486845		
ILMN_2441346	0.9813	5.95E-01	-0.5547842	-5.77659	-0.05767208	Zcchc5	"zinc finger, CCHC domain containing 5"
ILMN_1234981	0.9813	5.95E-01	0.554766	-5.7766	0.11369268	Aamp	angio-associated migratory protein
ILMN_1232284	0.9813	5.95E-01	0.5547419	-5.77661	0.05772385	Duox2	dual oxidase 2
ILMN_1234107	0.9813	5.95E-01	-0.554738	-5.77662	-0.06730503	Ttll1	tubulin tyrosine ligase-like 1
ILMN_3040069	0.9813	5.95E-01	0.5546566	-5.77666	0.12544541	Hist2h3c1	"histone cluster 2, H3c1"
ILMN_2588076	0.9813	5.95E-01	-0.5546084	-5.77669	-0.05223312		
ILMN_2659858	0.9813	5.95E-01	0.5545934	-5.7767	0.07223305	Olfr214	olfactory receptor 214
ILMN_2735754	0.9813	5.95E-01	0.5545711	-5.77671	0.07387959	Otoa	otoancorin
ILMN_2804636	0.9813	5.95E-01	0.5545619	-5.77672	0.05408599	Phax	phosphorylated adaptor for RNA export
ILMN_2579127	0.9813	5.95E-01	-0.554534	-5.77673	-0.05408156	Mark3	MAP/microtubule affinity-regulating kinase 3
ILMN_2661082	0.9813	5.95E-01	-0.5545146	-5.77674	-0.04622445	Lpar2	lysophosphatidic acid receptor 2
ILMN_2649753	0.9813	5.95E-01	0.5545134	-5.77674	0.04464096		
ILMN_2771594	0.9813	5.95E-01	-0.5544471	-5.77678	-0.04594383	Mrps22	mitochondrial ribosomal protein S22
ILMN_2574113	0.9813	5.95E-01	-0.5544428	-5.77678	-0.04693053	Slc38a11	"solute carrier family 38, member 11"
ILMN_2772720	0.9813	5.95E-01	0.5544312	-5.77679	0.06446384	Cyhr1	cysteine and histidine rich 1
ILMN_2955981	0.9813	5.95E-01	-0.5543513	-5.77683	-0.05240541	Olfr316	olfactory receptor 316
ILMN_2579479	0.9813	5.95E-01	0.5543366	-5.77684	0.04111417	Arvcf	armadillo repeat gene deleted in velo-cardio-facial syndrome
ILMN_2422974	0.9813	5.95E-01	0.5543229	-5.77685	0.04664399		
ILMN_2872266	0.9813	5.95E-01	-0.5542858	-5.77687	-0.06923579	Arhgap19	Rho GTPase activating protein 19
ILMN_1214199	0.9813	5.95E-01	0.5542839	-5.77687	0.08168115	Fubp1	far upstream element (FUSE) binding protein 1
ILMN_1257630	0.9813	5.95E-01	0.5542781	-5.77687	0.06561113	1110012J17Rik	RIKEN cDNA 1110012J17 gene
ILMN_2626442	0.9813	5.95E-01	0.5542499	-5.77689	0.08164696	Myom1	myomesin 1
ILMN_2956153	0.9813	5.95E-01	0.5542129	-5.77691	0.05447892	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1
ILMN_2861123	0.9813	5.95E-01	0.5542026	-5.77692	0.06628772	Tmem150a	transmembrane protein 150A
ILMN_2909634	0.9813	5.95E-01	-0.5542011	-5.77692	-0.06978792	Trappc3	trafficking protein particle complex 3
ILMN_2651144	0.9813	5.95E-01	-0.554159	-5.77694	-0.04462841		
ILMN_2757855	0.9813	5.95E-01	0.5541218	-5.77696	0.05587041	Ehmt1	euchromatic histone methyltransferase 1
ILMN_2662728	0.9813	5.95E-01	-0.55411	-5.77697	-0.08901626	Neu2	neuraminidase 2
ILMN_2434652	0.9813	5.95E-01	-0.554106	-5.77697	-0.05583218	Cox17	"cytochrome c oxidase, subunit XVII assembly protein homolog (yeast)"
ILMN_2694539	0.9813	5.95E-01	-0.5540895	-5.77698	-0.04787432	Magel2	"melanoma antigen, family L, 2"
ILMN_2928875	0.9813	5.95E-01	0.5540864	-5.77698	0.08722036	Atp6v1g1	"ATPase, H+ transporting, lysosomal V1 subunit G1"
ILMN_2620695	0.9813	5.95E-01	-0.5540546	-5.777	-0.14101914	Rpl41	ribosomal protein L41
ILMN_2727628	0.9813	5.96E-01	-0.5539957	-5.77703	-0.05978113	Mdm1	transformed mouse 3T3 cell double minute 1
ILMN_1220073	0.9813	5.96E-01	-0.5539278	-5.77707	-0.12549766	Ubap2l	ubiquitin associated protein 2-like
ILMN_2815889	0.9813	5.96E-01	0.5539142	-5.77708	0.11759377	Grwd1	glutamate-rich WD repeat containing 1
ILMN_1235540	0.9813	5.96E-01	-0.5538798	-5.7771	-0.05405945	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2
ILMN_2509973	0.9813	5.96E-01	-0.5538642	-5.77711	-0.04685007		
ILMN_1213289	0.9813	5.96E-01	0.5538041	-5.77714	0.05163793	Ggt7	gamma-glutamyltransferase 7
ILMN_2721221	0.9813	5.96E-01	-0.5537417	-5.77717	-0.0572061	Pcnt	pericentrin (kendrin)
ILMN_2914271	0.9813	5.96E-01	0.5537123	-5.77719	0.0644535	Araf	v-raf murine sarcoma 3611 viral oncogene homolog
ILMN_1225090	0.9813	5.96E-01	-0.5536752	-5.77721	-0.11288223	Gdf9	growth differentiation factor 9
ILMN_1235331	0.9813	5.96E-01	0.5536558	-5.77722	0.08313259	Ttc22	tetratricopeptide repeat domain 22
ILMN_2758904	0.9813	5.96E-01	-0.5535831	-5.77726	-0.06667073	4930470P17Rik	RIKEN cDNA 4930470P17 gene
ILMN_3103876	0.9813	5.96E-01	0.5535771	-5.77727	0.06563581	Gm13051	predicted gene 13051
ILMN_2856926	0.9813	5.96E-01	-0.5535747	-5.77727	-0.05460183	Gpr114	G protein-coupled receptor 114
ILMN_1246174	0.9813	5.96E-01	-0.5535634	-5.77727	-0.05675278	Atxn7l1	ataxin 7-like 1
ILMN_2686229	0.9813	5.96E-01	-0.553549	-5.77728	-0.06387694	Abca13	"ATP-binding cassette, sub-family A (ABC1), member 13"
ILMN_2613750	0.9813	5.96E-01	-0.5535335	-5.77729	-0.04611001	Poc5	POC5 centriolar protein homolog (Chlamydomonas)
ILMN_3156782	0.9813	5.96E-01	0.5535292	-5.77729	0.14873723	4831426I19Rik	RIKEN cDNA 4831426I19 gene
ILMN_2698299	0.9813	5.96E-01	-0.5534987	-5.77731	-0.0438954	Gabrd	"gamma-aminobutyric acid (GABA) A receptor, subunit delta"
ILMN_2675581	0.9813	5.96E-01	0.5533984	-5.77737	0.04742283	Fgfr1	fibroblast growth factor receptor 1
ILMN_2725927	0.9813	5.96E-01	-0.5532515	-5.77745	-0.06690444	Serpina3g	"serine (or cysteine) peptidase inhibitor, clade A, member 3G"
ILMN_1224477	0.9813	5.96E-01	-0.5532353	-5.77746	-0.04455964		
ILMN_1253317	0.9813	5.96E-01	-0.5532132	-5.77747	-0.07088934	Xpnpep1	"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
ILMN_1251696	0.9813	5.96E-01	-0.5530471	-5.77756	-0.07370714	Irf2	interferon regulatory factor 2
ILMN_1213360	0.9813	5.96E-01	-0.5530201	-5.77758	-0.04972507		
ILMN_1218677	0.9813	5.96E-01	0.553006	-5.77759	0.0503888	Wdr43	WD repeat domain 43
ILMN_2744478	0.9813	5.96E-01	-0.552994	-5.77759	-0.11315037	Lrrc1	leucine rich repeat containing 1
ILMN_2640239	0.9813	5.96E-01	-0.5529779	-5.7776	-0.12292652	Pqlc3	PQ loop repeat containing
ILMN_2561436	0.9813	5.96E-01	-0.552947	-5.77762	-0.05738869		
ILMN_2784096	0.9813	5.96E-01	0.5529445	-5.77762	0.04785857	Olfr1357	olfactory receptor 1357
ILMN_1234988	0.9813	5.96E-01	-0.5529375	-5.77762	-0.04612384	Gad1	glutamate decarboxylase 1
ILMN_1238185	0.9813	5.96E-01	0.5528941	-5.77765	0.08794272		
ILMN_1252156	0.9813	5.96E-01	0.5528848	-5.77765	0.05151534		
ILMN_1218336	0.9813	5.96E-01	0.5528415	-5.77768	0.07454714		
ILMN_2683794	0.9813	5.96E-01	0.5528337	-5.77768	0.06030238	Oaz2	ornithine decarboxylase antizyme 2
ILMN_2721980	0.9813	5.96E-01	0.5528244	-5.77769	0.05221907	AW551984	expressed sequence AW551984
ILMN_2753620	0.9813	5.96E-01	0.5527691	-5.77772	0.05552796	Ccr4	chemokine (C-C motif) receptor 4
ILMN_1215877	0.9813	5.96E-01	0.5527168	-5.77775	0.04731177	Extl1	exostoses (multiple)-like 1
ILMN_1231996	0.9813	5.96E-01	-0.5527157	-5.77775	-0.05384275	Pip4k2b	"phosphatidylinositol-5-phosphate 4-kinase, type II, beta"
ILMN_1259830	0.9813	5.96E-01	-0.5526908	-5.77776	-0.05135176		
ILMN_2704895	0.9813	5.96E-01	-0.5526424	-5.77779	-0.06800812	Ngly1	N-glycanase 1
ILMN_2458185	0.9813	5.96E-01	0.552576	-5.77783	0.06332456	Upp2	uridine phosphorylase 2
ILMN_1236165	0.9813	5.96E-01	0.5525749	-5.77783	0.07060572		
ILMN_2743629	0.9813	5.96E-01	-0.5525711	-5.77783	-0.05129704		
ILMN_2727146	0.9813	5.96E-01	0.5525428	-5.77784	0.04409285		
ILMN_2871620	0.9813	5.96E-01	-0.5525056	-5.77787	-0.04839543	Fam98b	"family with sequence similarity 98, member B"
ILMN_1227136	0.9813	5.96E-01	0.5524971	-5.77787	0.07557284	Epb4.1	erythrocyte protein band 4.1
ILMN_2833388	0.9813	5.96E-01	0.5524901	-5.77787	0.15758665	Eri3	exoribonuclease 3
ILMN_1222438	0.9813	5.97E-01	-0.5524266	-5.77791	-0.07110121	1700104A03Rik	RIKEN cDNA 1700104A03 gene
ILMN_2665975	0.9813	5.97E-01	-0.5524179	-5.77791	-0.04922935	Olfr1254	olfactory receptor 1254
ILMN_2547737	0.9813	5.97E-01	-0.5523643	-5.77794	-0.085509	Daam1	dishevelled associated activator of morphogenesis 1
ILMN_2491552	0.9813	5.97E-01	0.5523471	-5.77795	0.06659095		
ILMN_2657394	0.9813	5.97E-01	0.5521799	-5.77805	0.05722374	Cnnm1	cyclin M1
ILMN_2537186	0.9813	5.97E-01	-0.55214	-5.77807	-0.06249908		
ILMN_2501719	0.9813	5.97E-01	-0.5521399	-5.77807	-0.0779141	Ush1c	Usher syndrome 1C
ILMN_2884728	0.9813	5.97E-01	0.5521266	-5.77808	0.04865172	Tcea2	"transcription elongation factor A (SII), 2"
ILMN_1220907	0.9813	5.97E-01	-0.5520741	-5.77811	-0.07578905	Nrk	Nik related kinase
ILMN_2491090	0.9813	5.97E-01	-0.5520452	-5.77812	-0.04425358	Tmem91	transmembrane protein 91
ILMN_3136056	0.9813	5.97E-01	-0.5520351	-5.77813	-0.05681906	Atxn2	ataxin 2
ILMN_2542170	0.9813	5.97E-01	-0.5520281	-5.77813	-0.04211738		
ILMN_2625680	0.9813	5.97E-01	0.5519714	-5.77816	0.05330856	Galnt1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1
ILMN_2979729	0.9813	5.97E-01	-0.5519587	-5.77817	-0.05945901	Olfr1287	olfactory receptor 1287
ILMN_2584574	0.9813	5.97E-01	0.5519374	-5.77818	0.05266194	5430405G05Rik	RIKEN cDNA 5430405G05 gene
ILMN_2670415	0.9813	5.97E-01	-0.5518897	-5.77821	-0.06889423	Snupn	snurportin 1
ILMN_2683204	0.9813	5.97E-01	0.5518882	-5.77821	0.06201068	Adam7	a disintegrin and metallopeptidase domain 7
ILMN_2653457	0.9813	5.97E-01	0.5518073	-5.77826	0.05221357	Mtmr7	myotubularin related protein 7
ILMN_1227866	0.9813	5.97E-01	-0.5517794	-5.77827	-0.05433525		
ILMN_2765936	0.9813	5.97E-01	-0.5517483	-5.77829	-0.06039008	Fam73b	"family with sequence similarity 73, member B"
ILMN_2696255	0.9813	5.97E-01	-0.5517353	-5.7783	-0.0416918	Cgn	cingulin
ILMN_1243425	0.9813	5.97E-01	0.5515666	-5.77839	0.04623929	A330050B17Rik	RIKEN cDNA A330050B17 gene
ILMN_3049778	0.9813	5.97E-01	0.5515603	-5.77839	0.05155431	6030408B16Rik	RIKEN cDNA 6030408B16 gene
ILMN_2597795	0.9813	5.97E-01	0.5515289	-5.77841	0.05137386	Dsg1c	desmoglein 1 gamma
ILMN_2540159	0.9813	5.97E-01	-0.5515053	-5.77842	-0.0455568		
ILMN_1220791	0.9813	5.97E-01	-0.5514804	-5.77844	-0.04754317	Cdk14	cyclin-dependent kinase 14
ILMN_1241369	0.9813	5.97E-01	-0.5514691	-5.77844	-0.05743984	Gpr149	G protein-coupled receptor 149
ILMN_2540744	0.9813	5.97E-01	-0.5514669	-5.77844	-0.05758499		
ILMN_2431228	0.9813	5.97E-01	0.5514582	-5.77845	0.0801343		
ILMN_2637180	0.9813	5.97E-01	-0.551447	-5.77846	-0.07677039	C8g	"complement component 8, gamma polypeptide"
ILMN_2512023	0.9813	5.97E-01	-0.5513851	-5.77849	-0.04907743		
ILMN_2590554	0.9813	5.97E-01	0.5513279	-5.77852	0.04577441	Rnf165	ring finger protein 165
ILMN_2770839	0.9813	5.97E-01	-0.5512997	-5.77854	-0.06946097	Hiatl1	hippocampus abundant transcript-like 1
ILMN_2646179	0.9813	5.97E-01	0.5512448	-5.77857	0.07866082	Patl2	protein associated with topoisomerase II homolog 2 (yeast)
ILMN_2630362	0.9813	5.97E-01	-0.5511238	-5.77864	-0.04756719	2610002M06Rik	RIKEN cDNA 2610002M06 gene
ILMN_1257831	0.9813	5.97E-01	-0.551123	-5.77864	-0.06399659	2310005G13Rik	RIKEN cDNA 2310005G13 gene
ILMN_1250292	0.9813	5.97E-01	-0.5510981	-5.77865	-0.0590662	Svopl	SV2 related protein homolog (rat)-like
ILMN_1239356	0.9813	5.97E-01	-0.5510723	-5.77866	-0.04840567	Obox1	oocyte specific homeobox 1
ILMN_1239698	0.9813	5.97E-01	-0.551049	-5.77868	-0.08048285	Puf60	poly-U binding splicing factor 60
ILMN_1252009	0.9813	5.97E-01	-0.5510341	-5.77869	-0.06058626		
ILMN_1232769	0.9813	5.97E-01	-0.551002	-5.7787	-0.04201888	Tppp2	tubulin polymerization-promoting protein family member 2
ILMN_1258587	0.9813	5.97E-01	0.5509767	-5.77872	0.05892017		
ILMN_2534329	0.9813	5.97E-01	0.5509658	-5.77872	0.04816042		
ILMN_2640900	0.9813	5.98E-01	-0.5509007	-5.77876	-0.05127513		
ILMN_2497395	0.9813	5.98E-01	0.5508894	-5.77877	0.13475397	9130004J05Rik	RIKEN cDNA 9130004J05 gene
ILMN_1218539	0.9813	5.98E-01	-0.5508155	-5.77881	-0.07420789	Ccnyl1	cyclin Y-like 1
ILMN_2611851	0.9813	5.98E-01	-0.5507268	-5.77886	-0.05258715	Psg16	pregnancy specific glycoprotein 16
ILMN_2539903	0.9813	5.98E-01	0.5506744	-5.77889	0.05396106	Gm10668	predicted gene 10668
ILMN_2653029	0.9813	5.98E-01	-0.550667	-5.77889	-0.05133218	Zmiz1	"zinc finger, MIZ-type containing 1"
ILMN_1260567	0.9813	5.98E-01	-0.5506429	-5.7789	-0.06360639	Ran	"RAN, member RAS oncogene family"
ILMN_2448678	0.9813	5.98E-01	-0.5506103	-5.77892	-0.05444729	Ttc9	tetratricopeptide repeat domain 9
ILMN_1253645	0.9813	5.98E-01	-0.5505706	-5.77894	-0.04244817		
ILMN_2697499	0.9813	5.98E-01	0.5505579	-5.77895	0.04127366	Igdcc4	"immunoglobulin superfamily, DCC subclass, member 4"
ILMN_1224455	0.9813	5.98E-01	0.5504974	-5.77898	0.04537195	Trmt2b	TRM2 tRNA methyltransferase 2 homolog B (S. cerevisiae)
ILMN_1250865	0.9813	5.98E-01	0.5504751	-5.779	0.05824435	Golga5	"golgi autoantigen, golgin subfamily a, 5"
ILMN_2608133	0.9813	5.98E-01	0.550465	-5.779	0.0433478	Rhpn2	"rhophilin, Rho GTPase binding protein 2"
ILMN_2677878	0.9813	5.98E-01	-0.550455	-5.77901	-0.06733617	Tsc22d1	"TSC22 domain family, member 1"
ILMN_1248985	0.9813	5.98E-01	-0.5504342	-5.77902	-0.05340715		
ILMN_1224622	0.9813	5.98E-01	-0.5503848	-5.77905	-0.04077631	Ero1l	ERO1-like (S. cerevisiae)
ILMN_1233446	0.9813	5.98E-01	0.5503828	-5.77905	0.04217804	Cyld	cylindromatosis (turban tumor syndrome)
ILMN_1232391	0.9813	5.98E-01	0.5503023	-5.77909	0.04766539	2210011G09Rik	RIKEN cDNA 2210011G09 gene
ILMN_2422077	0.9813	5.98E-01	-0.5502787	-5.77911	-0.04826992	Atp5l	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g"
ILMN_2721065	0.9813	5.98E-01	-0.5502673	-5.77911	-0.04769745	Sh2b3	SH2B adaptor protein 3
ILMN_1239947	0.9813	5.98E-01	0.5502617	-5.77912	0.05628163	Hnf4g	"hepatocyte nuclear factor 4, gamma"
